Time,Temperature(°C),Precipitation(mm),Cloudcover(%),Pressure(hPa),Wind Speed(km / h),Dewpoint(°C)
03 09 2018 21:40,0.6,0,2,916.3,2.3,-0.5
03 09 2018 21:50,0.6,0,2,916.3,2.3,-0.5
03 09 2018 22:00,0.6,0,0,916.3,2.1,-0.7
03 09 2018 22:10,0.6,0,0,916.3,2.1,-0.7
03 09 2018 22:20,0.6,0,0,916.3,2.1,-0.7
03 09 2018 22:30,0.6,0,0,916.3,2.1,-0.7
03 09 2018 22:40,0.6,0,0,916.3,2.1,-0.7
03 09 2018 22:50,0.6,0,0,916.3,2.1,-0.7
03 09 2018 23:00,0.6,0,0,916.3,2.1,-1.2
03 09 2018 23:10,0.6,0,0,916.3,2.1,-1.2
03 09 2018 23:20,0.6,0,0,916.3,2.1,-1.2
03 09 2018 23:30,0.6,0,0,916.3,2.1,-1.2
03 09 2018 23:40,0.6,0,0,916.3,2.1,-1.2
03 09 2018 23:50,0.6,0,0,916.3,2.1,-1.2
03 10 2018 00:00,0.7,0,0,916.4,1.3,-1.1
03 10 2018 00:10,0.7,0,0,916.4,1.3,-1.1
03 10 2018 00:20,0.7,0,0,916.4,1.3,-1.1
03 10 2018 00:30,0.7,0,0,916.4,1.3,-1.1
03 10 2018 00:40,0.7,0,0,916.4,1.3,-1.1
03 10 2018 00:50,0.7,0,0,916.4,1.3,-1.1
03 10 2018 01:00,2.2,0,0,917.4,1.5,-0.5
03 10 2018 01:10,2.2,0,0,917.4,1.5,-0.5
03 10 2018 01:20,2.2,0,0,917.4,1.5,-0.5
03 10 2018 01:30,2.2,0,0,917.4,1.5,-0.5
03 10 2018 01:40,2.2,0,0,917.4,1.5,-0.5
03 10 2018 01:50,2.2,0,0,917.4,1.5,-0.5
03 10 2018 02:00,4.9,0,0,918.3,2.7,2.1
03 10 2018 02:10,4.9,0,0,918.3,2.7,2.1
03 10 2018 02:20,4.9,0,0,918.3,2.7,2.1
03 10 2018 02:30,4.9,0,0,918.3,2.7,2.1
03 10 2018 02:40,4.9,0,0,918.3,2.7,2.1
03 10 2018 02:50,4.9,0,0,918.3,2.7,2.1
03 10 2018 03:00,7.8,0,0,919.4,1.8,0.8
03 10 2018 03:10,7.8,0,0,919.4,1.8,0.8
03 10 2018 03:20,7.8,0,0,919.4,1.8,0.8
03 10 2018 03:30,7.8,0,0,919.4,1.8,0.8
03 10 2018 03:40,7.8,0,0,919.4,1.8,0.8
03 10 2018 03:50,7.8,0,0,919.4,1.8,0.8
03 10 2018 04:00,8,0,11,919.5,4.8,1.8
03 10 2018 04:10,8,0,11,919.5,4.8,1.8
03 10 2018 04:20,8,0,11,919.5,4.8,1.8
03 10 2018 04:30,8,0,11,919.5,4.8,1.8
03 10 2018 04:40,8,0,11,919.5,4.8,1.8
03 10 2018 04:50,8,0,11,919.5,4.8,1.8
03 10 2018 05:00,8.4,0,6,919.9,4.7,3.5
03 10 2018 05:10,8.4,0,6,919.9,4.7,3.5
03 10 2018 05:20,8.4,0,6,919.9,4.7,3.5
03 10 2018 05:30,8.4,0,6,919.9,4.7,3.5
03 10 2018 05:40,8.4,0,6,919.9,4.7,3.5
03 10 2018 05:50,8.4,0,6,919.9,4.7,3.5
03 10 2018 06:00,8.8,0,1,920,5.4,4.8
03 10 2018 06:10,8.8,0,1,920,5.4,4.8
03 10 2018 06:20,8.8,0,1,920,5.4,4.8
03 10 2018 06:30,8.8,0,1,920,5.4,4.8
03 10 2018 06:40,8.8,0,1,920,5.4,4.8
03 10 2018 06:50,8.8,0,1,920,5.4,4.8
03 10 2018 07:00,9.1,0,12,919.7,4.7,5.3
03 10 2018 07:10,9.1,0,12,919.7,4.7,5.3
03 10 2018 07:20,9.1,0,12,919.7,4.7,5.3
03 10 2018 07:30,9.1,0,12,919.7,4.7,5.3
03 10 2018 07:40,9.1,0,12,919.7,4.7,5.3
03 10 2018 07:50,9.1,0,12,919.7,4.7,5.3
03 10 2018 08:00,9.3,0,6,918.9,3.9,5.8
03 10 2018 08:10,9.3,0,6,918.9,3.9,5.8
03 10 2018 08:20,9.3,0,6,918.9,3.9,5.8
03 10 2018 08:30,9.3,0,6,918.9,3.9,5.8
03 10 2018 08:40,9.3,0,6,918.9,3.9,5.8
03 10 2018 08:50,9.3,0,6,918.9,3.9,5.8
03 10 2018 09:00,9.7,0,12,918.6,4.3,5.4
03 10 2018 09:10,9.7,0,12,918.6,4.3,5.4
03 10 2018 09:20,9.7,0,12,918.6,4.3,5.4
03 10 2018 09:30,9.7,0,12,918.6,4.3,5.4
03 10 2018 09:40,9.7,0,12,918.6,4.3,5.4
03 10 2018 09:50,9.7,0,12,918.6,4.3,5.4
03 10 2018 10:00,9.4,0,1,918.4,3.7,3.8
03 10 2018 10:10,9.4,0,1,918.4,3.7,3.8
03 10 2018 10:20,9.4,0,1,918.4,3.7,3.8
03 10 2018 10:30,9.4,0,1,918.4,3.7,3.8
03 10 2018 10:40,9.4,0,1,918.4,3.7,3.8
03 10 2018 10:50,9.4,0,1,918.4,3.7,3.8
03 10 2018 11:00,9.2,0,30,917.9,4.3,2.8
03 10 2018 11:10,9.2,0,30,917.9,4.3,2.8
03 10 2018 11:20,9.2,0,30,917.9,4.3,2.8
03 10 2018 11:30,9.2,0,30,917.9,4.3,2.8
03 10 2018 11:40,9.2,0,30,917.9,4.3,2.8
03 10 2018 11:50,9.2,0,30,917.9,4.3,2.8
03 10 2018 12:00,6.8,0,30,917.2,5.6,2.5
03 10 2018 12:10,6.8,0,30,917.2,5.6,2.5
03 10 2018 12:20,6.8,0,30,917.2,5.6,2.5
03 10 2018 12:30,6.8,0,30,917.2,5.6,2.5
03 10 2018 12:40,6.8,0,30,917.2,5.6,2.5
03 10 2018 12:50,6.8,0,30,917.2,5.6,2.5
03 10 2018 13:00,8.2,0,24,918.1,1.5,2.1
03 10 2018 13:10,8.2,0,24,918.1,1.5,2.1
03 10 2018 13:20,8.2,0,24,918.1,1.5,2.1
03 10 2018 13:30,8.2,0,24,918.1,1.5,2.1
03 10 2018 13:40,8.2,0,24,918.1,1.5,2.1
03 10 2018 13:50,8.2,0,24,918.1,1.5,2.1
03 10 2018 14:00,6.6,0,28,917.6,4,1.8
03 10 2018 14:10,6.6,0,28,917.6,4,1.8
03 10 2018 14:20,6.6,0,28,917.6,4,1.8
03 10 2018 14:30,6.6,0,28,917.6,4,1.8
03 10 2018 14:40,6.6,0,28,917.6,4,1.8
03 10 2018 14:50,6.6,0,28,917.6,4,1.8
03 10 2018 15:00,7.1,0,25,917.9,4.7,1
03 10 2018 15:10,7.1,0,25,917.9,4.7,1
03 10 2018 15:20,7.1,0,25,917.9,4.7,1
03 10 2018 15:30,7.1,0,25,917.9,4.7,1
03 10 2018 15:40,7.1,0,25,917.9,4.7,1
03 10 2018 15:50,7.1,0,25,917.9,4.7,1
03 10 2018 16:00,6.2,0,27,917.4,5.8,-0.7
03 10 2018 16:10,6.2,0,27,917.4,5.8,-0.7
03 10 2018 16:20,6.2,0,27,917.4,5.8,-0.7
03 10 2018 16:30,6.2,0,27,917.4,5.8,-0.7
03 10 2018 16:40,6.2,0,27,917.4,5.8,-0.7
03 10 2018 16:50,6.2,0,27,917.4,5.8,-0.7
03 10 2018 17:00,4.6,0,37,916.7,5,-1.2
03 10 2018 17:10,4.6,0,37,916.7,5,-1.2
03 10 2018 17:20,4.6,0,37,916.7,5,-1.2
03 10 2018 17:30,4.6,0,37,916.7,5,-1.2
03 10 2018 17:40,4.6,0,37,916.7,5,-1.2
03 10 2018 17:50,4.6,0,37,916.7,5,-1.2
03 10 2018 18:00,3.5,0,51,916.2,6.6,-0.3
03 10 2018 18:10,3.5,0,51,916.2,6.6,-0.3
03 10 2018 18:20,3.5,0,51,916.2,6.6,-0.3
03 10 2018 18:30,3.5,0,51,916.2,6.6,-0.3
03 10 2018 18:40,3.5,0,51,916.2,6.6,-0.3
03 10 2018 18:50,3.5,0,51,916.2,6.6,-0.3
03 10 2018 19:00,3.4,0,49,916.2,7.4,0.1
03 10 2018 19:10,3.4,0,49,916.2,7.4,0.1
03 10 2018 19:20,3.4,0,49,916.2,7.4,0.1
03 10 2018 19:30,3.4,0,49,916.2,7.4,0.1
03 10 2018 19:40,3.4,0,49,916.2,7.4,0.1
03 10 2018 19:50,3.4,0,49,916.2,7.4,0.1
03 10 2018 20:00,5.6,0,50,916.6,6.1,1.3
03 10 2018 20:10,5.6,0,50,916.6,6.1,1.3
03 10 2018 20:20,5.6,0,50,916.6,6.1,1.3
03 10 2018 20:30,5.6,0,50,916.6,6.1,1.3
03 10 2018 20:40,5.6,0,50,916.6,6.1,1.3
03 10 2018 20:50,5.6,0,50,916.6,6.1,1.3
03 10 2018 21:00,3.4,0,27,915.4,6.8,0.2
03 10 2018 21:10,3.4,0,27,915.4,6.8,0.2
03 10 2018 21:20,3.4,0,27,915.4,6.8,0.2
03 10 2018 21:30,3.4,0,27,915.4,6.8,0.2
03 10 2018 21:40,3.4,0,27,915.4,6.8,0.2
03 10 2018 21:50,3.4,0,27,915.4,6.8,0.2
03 10 2018 22:00,2.9,0,21,915,7.2,-0.2
03 10 2018 22:10,2.9,0,21,915,7.2,-0.2
03 10 2018 22:20,2.9,0,21,915,7.2,-0.2
03 10 2018 22:30,2.9,0,21,915,7.2,-0.2
03 10 2018 22:40,2.9,0,21,915,7.2,-0.2
03 10 2018 22:50,2.9,0,21,915,7.2,-0.2
03 10 2018 23:00,2.8,0,22,915.2,7.7,-0.2
03 10 2018 23:10,2.8,0,22,915.2,7.7,-0.2
03 10 2018 23:20,2.8,0,22,915.2,7.7,-0.2
03 10 2018 23:30,2.8,0,22,915.2,7.7,-0.2
03 10 2018 23:40,2.8,0,22,915.2,7.7,-0.2
03 10 2018 23:50,2.8,0,22,915.2,7.7,-0.2
03 11 2018 00:00,2.9,0,43,915.4,7.8,0.2
03 11 2018 00:10,2.9,0,43,915.4,7.8,0.2
03 11 2018 00:20,2.9,0,43,915.4,7.8,0.2
03 11 2018 00:30,2.9,0,43,915.4,7.8,0.2
03 11 2018 00:40,2.9,0,43,915.4,7.8,0.2
03 11 2018 00:50,2.9,0,43,915.4,7.8,0.2
03 11 2018 01:00,4.8,0,87,916.3,6.1,2.2
03 11 2018 01:10,4.8,0,87,916.3,6.1,2.2
03 11 2018 01:20,4.8,0,87,916.3,6.1,2.2
03 11 2018 01:30,4.8,0,87,916.3,6.1,2.2
03 11 2018 01:40,4.8,0,87,916.3,6.1,2.2
03 11 2018 01:50,4.8,0,87,916.3,6.1,2.2
03 11 2018 02:00,7.7,0,71,917.4,6.1,4.2
03 11 2018 02:10,7.7,0,71,917.4,6.1,4.2
03 11 2018 02:20,7.7,0,71,917.4,6.1,4.2
03 11 2018 02:30,7.7,0,71,917.4,6.1,4.2
03 11 2018 02:40,7.7,0,71,917.4,6.1,4.2
03 11 2018 02:50,7.7,0,71,917.4,6.1,4.2
03 11 2018 03:00,9.5,0,25,918.4,6.9,4.3
03 11 2018 03:10,9.5,0,25,918.4,6.9,4.3
03 11 2018 03:20,9.5,0,25,918.4,6.9,4.3
03 11 2018 03:30,9.5,0,25,918.4,6.9,4.3
03 11 2018 03:40,9.5,0,25,918.4,6.9,4.3
03 11 2018 03:50,9.5,0,25,918.4,6.9,4.3
03 11 2018 04:00,10.7,0,8,918.5,7.4,3.7
03 11 2018 04:10,10.7,0,8,918.5,7.4,3.7
03 11 2018 04:20,10.7,0,8,918.5,7.4,3.7
03 11 2018 04:30,10.7,0,8,918.5,7.4,3.7
03 11 2018 04:40,10.7,0,8,918.5,7.4,3.7
03 11 2018 04:50,10.7,0,8,918.5,7.4,3.7
03 11 2018 05:00,11.3,0,13,918.9,8,2.6
03 11 2018 05:10,11.3,0,13,918.9,8,2.6
03 11 2018 05:20,11.3,0,13,918.9,8,2.6
03 11 2018 05:30,11.3,0,13,918.9,8,2.6
03 11 2018 05:40,11.3,0,13,918.9,8,2.6
03 11 2018 05:50,11.3,0,13,918.9,8,2.6
03 11 2018 06:00,11.6,0,0,918.8,8.1,1.1
03 11 2018 06:10,11.6,0,0,918.8,8.1,1.1
03 11 2018 06:20,11.6,0,0,918.8,8.1,1.1
03 11 2018 06:30,11.6,0,0,918.8,8.1,1.1
03 11 2018 06:40,11.6,0,0,918.8,8.1,1.1
03 11 2018 06:50,11.6,0,0,918.8,8.1,1.1
03 11 2018 07:00,12.1,0,0,918.6,7.6,-0.3
03 11 2018 07:10,12.1,0,0,918.6,7.6,-0.3
03 11 2018 07:20,12.1,0,0,918.6,7.6,-0.3
03 11 2018 07:30,12.1,0,0,918.6,7.6,-0.3
03 11 2018 07:40,12.1,0,0,918.6,7.6,-0.3
03 11 2018 07:50,12.1,0,0,918.6,7.6,-0.3
03 11 2018 08:00,11.9,0,4,918.2,7.6,2.2
03 11 2018 08:10,11.9,0,4,918.2,7.6,2.2
03 11 2018 08:20,11.9,0,4,918.2,7.6,2.2
03 11 2018 08:30,11.9,0,4,918.2,7.6,2.2
03 11 2018 08:40,11.9,0,4,918.2,7.6,2.2
03 11 2018 08:50,11.9,0,4,918.2,7.6,2.2
03 11 2018 09:00,12.3,0,8,917.7,6.1,1.6
03 11 2018 09:10,12.3,0,8,917.7,6.1,1.6
03 11 2018 09:20,12.3,0,8,917.7,6.1,1.6
03 11 2018 09:30,12.3,0,8,917.7,6.1,1.6
03 11 2018 09:40,12.3,0,8,917.7,6.1,1.6
03 11 2018 09:50,12.3,0,8,917.7,6.1,1.6
03 11 2018 10:00,12.1,0,0,917.3,4.7,0.6
03 11 2018 10:10,12.1,0,0,917.3,4.7,0.6
03 11 2018 10:20,12.1,0,0,917.3,4.7,0.6
03 11 2018 10:30,12.1,0,0,917.3,4.7,0.6
03 11 2018 10:40,12.1,0,0,917.3,4.7,0.6
03 11 2018 10:50,12.1,0,0,917.3,4.7,0.6
03 11 2018 11:00,11.2,0,0,917.2,2.6,2.2
03 11 2018 11:10,11.2,0,0,917.2,2.6,2.2
03 11 2018 11:20,11.2,0,0,917.2,2.6,2.2
03 11 2018 11:30,11.2,0,0,917.2,2.6,2.2
03 11 2018 11:40,11.2,0,0,917.2,2.6,2.2
03 11 2018 11:50,11.2,0,0,917.2,2.6,2.2
03 11 2018 12:00,10.3,0,0,917,1.1,1.8
03 11 2018 12:10,10.3,0,0,917,1.1,1.8
03 11 2018 12:20,10.3,0,0,917,1.1,1.8
03 11 2018 12:30,10.3,0,0,917,1.1,1.8
03 11 2018 12:40,10.3,0,0,917,1.1,1.8
03 11 2018 12:50,10.3,0,0,917,1.1,1.8
03 11 2018 13:00,7.5,0,0,916.4,3.6,1.3
03 11 2018 13:10,7.5,0,0,916.4,3.6,1.3
03 11 2018 13:20,7.5,0,0,916.4,3.6,1.3
03 11 2018 13:30,7.5,0,0,916.4,3.6,1.3
03 11 2018 13:40,7.5,0,0,916.4,3.6,1.3
03 11 2018 13:50,7.5,0,0,916.4,3.6,1.3
03 11 2018 14:00,6.4,0,1,916.2,4.7,0.6
03 11 2018 14:10,6.4,0,1,916.2,4.7,0.6
03 11 2018 14:20,6.4,0,1,916.2,4.7,0.6
03 11 2018 14:30,6.4,0,1,916.2,4.7,0.6
03 11 2018 14:40,6.4,0,1,916.2,4.7,0.6
03 11 2018 14:50,6.4,0,1,916.2,4.7,0.6
03 11 2018 15:00,6,0,41,916.2,6.2,0.3
03 11 2018 15:10,6,0,41,916.2,6.2,0.3
03 11 2018 15:20,6,0,41,916.2,6.2,0.3
03 11 2018 15:30,6,0,41,916.2,6.2,0.3
03 11 2018 15:40,6,0,41,916.2,6.2,0.3
03 11 2018 15:50,6,0,41,916.2,6.2,0.3
03 11 2018 16:00,5.9,0,23,916.1,6.6,0.7
03 11 2018 16:10,5.9,0,23,916.1,6.6,0.7
03 11 2018 16:20,5.9,0,23,916.1,6.6,0.7
03 11 2018 16:30,5.9,0,23,916.1,6.6,0.7
03 11 2018 16:40,5.9,0,23,916.1,6.6,0.7
03 11 2018 16:50,5.9,0,23,916.1,6.6,0.7
03 11 2018 17:00,6.2,0,6,916,6.3,0.4
03 11 2018 17:10,6.2,0,6,916,6.3,0.4
03 11 2018 17:20,6.2,0,6,916,6.3,0.4
03 11 2018 17:30,6.2,0,6,916,6.3,0.4
03 11 2018 17:40,6.2,0,6,916,6.3,0.4
03 11 2018 17:50,6.2,0,6,916,6.3,0.4
03 11 2018 18:00,6.2,0,0,915.9,6.2,-0.2
03 11 2018 18:10,6.2,0,0,915.9,6.2,-0.2
03 11 2018 18:20,6.2,0,0,915.9,6.2,-0.2
03 11 2018 18:30,6.2,0,0,915.9,6.2,-0.2
03 11 2018 18:40,6.2,0,0,915.9,6.2,-0.2
03 11 2018 18:50,6.2,0,0,915.9,6.2,-0.2
03 11 2018 19:00,6.3,0,0,915.9,5.8,-0.9
03 11 2018 19:10,6.3,0,0,915.9,5.8,-0.9
03 11 2018 19:20,6.3,0,0,915.9,5.8,-0.9
03 11 2018 19:30,6.3,0,0,915.9,5.8,-0.9
03 11 2018 19:40,6.3,0,0,915.9,5.8,-0.9
03 11 2018 19:50,6.3,0,0,915.9,5.8,-0.9
03 11 2018 20:00,7.7,0,0,916.4,6.9,-2.6
03 11 2018 20:10,7.7,0,0,916.4,6.9,-2.6
03 11 2018 20:20,7.7,0,0,916.4,6.9,-2.6
03 11 2018 20:30,7.7,0,0,916.4,6.9,-2.6
03 11 2018 20:40,7.7,0,0,916.4,6.9,-2.6
03 11 2018 20:50,7.7,0,0,916.4,6.9,-2.6
03 11 2018 21:00,9.5,0,0,917.1,5.2,-4.1
03 11 2018 21:10,9.5,0,0,917.1,5.2,-4.1
03 11 2018 21:20,9.5,0,0,917.1,5.2,-4.1
03 11 2018 21:30,9.5,0,0,917.1,5.2,-4.1
03 11 2018 21:40,9.5,0,0,917.1,5.2,-4.1
03 11 2018 21:50,9.5,0,0,917.1,5.2,-4.1
03 11 2018 22:00,7.4,0,0,916.3,3.6,-3.8
03 11 2018 22:10,7.4,0,0,916.3,3.6,-3.8
03 11 2018 22:20,7.4,0,0,916.3,3.6,-3.8
03 11 2018 22:30,7.4,0,0,916.3,3.6,-3.8
03 11 2018 22:40,7.4,0,0,916.3,3.6,-3.8
03 11 2018 22:50,7.4,0,0,916.3,3.6,-3.8
03 11 2018 23:00,4.1,0,0,915.3,4.7,-2.7
03 11 2018 23:10,4.1,0,0,915.3,4.7,-2.7
03 11 2018 23:20,4.1,0,0,915.3,4.7,-2.7
03 11 2018 23:30,4.1,0,0,915.3,4.7,-2.7
03 11 2018 23:40,4.1,0,0,915.3,4.7,-2.7
03 11 2018 23:50,4.1,0,0,915.3,4.7,-2.7
03 12 2018 00:00,3.7,0,0,915.2,6.1,-1.4
03 12 2018 00:10,3.7,0,0,915.2,6.1,-1.4
03 12 2018 00:20,3.7,0,0,915.2,6.1,-1.4
03 12 2018 00:30,3.7,0,0,915.2,6.1,-1.4
03 12 2018 00:40,3.7,0,0,915.2,6.1,-1.4
03 12 2018 00:50,3.7,0,0,915.2,6.1,-1.4
03 12 2018 01:00,5.9,0,0,916.1,5.2,1.3
03 12 2018 01:10,5.9,0,0,916.1,5.2,1.3
03 12 2018 01:20,5.9,0,0,916.1,5.2,1.3
03 12 2018 01:30,5.9,0,0,916.1,5.2,1.3
03 12 2018 01:40,5.9,0,0,916.1,5.2,1.3
03 12 2018 01:50,5.9,0,0,916.1,5.2,1.3
03 12 2018 02:00,9.2,0,25,917.1,7.6,4.9
03 12 2018 02:10,9.2,0,25,917.1,7.6,4.9
03 12 2018 02:20,9.2,0,25,917.1,7.6,4.9
03 12 2018 02:30,9.2,0,25,917.1,7.6,4.9
03 12 2018 02:40,9.2,0,25,917.1,7.6,4.9
03 12 2018 02:50,9.2,0,25,917.1,7.6,4.9
03 12 2018 03:00,11.8,0,28,917.9,5.2,4.2
03 12 2018 03:10,11.8,0,28,917.9,5.2,4.2
03 12 2018 03:20,11.8,0,28,917.9,5.2,4.2
03 12 2018 03:30,11.8,0,28,917.9,5.2,4.2
03 12 2018 03:40,11.8,0,28,917.9,5.2,4.2
03 12 2018 03:50,11.8,0,28,917.9,5.2,4.2
03 12 2018 04:00,12.8,0,28,917.9,3.9,4.4
03 12 2018 04:10,12.8,0,28,917.9,3.9,4.4
03 12 2018 04:20,12.8,0,28,917.9,3.9,4.4
03 12 2018 04:30,12.8,0,28,917.9,3.9,4.4
03 12 2018 04:40,12.8,0,28,917.9,3.9,4.4
03 12 2018 04:50,12.8,0,28,917.9,3.9,4.4
03 12 2018 05:00,13.1,0,27,918,3.6,3.9
03 12 2018 05:10,13.1,0,27,918,3.6,3.9
03 12 2018 05:20,13.1,0,27,918,3.6,3.9
03 12 2018 05:30,13.1,0,27,918,3.6,3.9
03 12 2018 05:40,13.1,0,27,918,3.6,3.9
03 12 2018 05:50,13.1,0,27,918,3.6,3.9
03 12 2018 06:00,13.1,0,27,918,5.2,4.2
03 12 2018 06:10,13.1,0,27,918,5.2,4.2
03 12 2018 06:20,13.1,0,27,918,5.2,4.2
03 12 2018 06:30,13.1,0,27,918,5.2,4.2
03 12 2018 06:40,13.1,0,27,918,5.2,4.2
03 12 2018 06:50,13.1,0,27,918,5.2,4.2
03 12 2018 07:00,13.3,0,25,917.5,4.3,4.9
03 12 2018 07:10,13.3,0,25,917.5,4.3,4.9
03 12 2018 07:20,13.3,0,25,917.5,4.3,4.9
03 12 2018 07:30,13.3,0,25,917.5,4.3,4.9
03 12 2018 07:40,13.3,0,25,917.5,4.3,4.9
03 12 2018 07:50,13.3,0,25,917.5,4.3,4.9
03 12 2018 08:00,13.6,0,0,916.6,0.8,6.5
03 12 2018 08:10,13.6,0,0,916.6,0.8,6.5
03 12 2018 08:20,13.6,0,0,916.6,0.8,6.5
03 12 2018 08:30,13.6,0,0,916.6,0.8,6.5
03 12 2018 08:40,13.6,0,0,916.6,0.8,6.5
03 12 2018 08:50,13.6,0,0,916.6,0.8,6.5
03 12 2018 09:00,14.1,0,2,916.5,2.6,6.8
03 12 2018 09:10,14.1,0,2,916.5,2.6,6.8
03 12 2018 09:20,14.1,0,2,916.5,2.6,6.8
03 12 2018 09:30,14.1,0,2,916.5,2.6,6.8
03 12 2018 09:40,14.1,0,2,916.5,2.6,6.8
03 12 2018 09:50,14.1,0,2,916.5,2.6,6.8
03 12 2018 10:00,13.8,0,25,915.8,3.6,6.8
03 12 2018 10:10,13.8,0,25,915.8,3.6,6.8
03 12 2018 10:20,13.8,0,25,915.8,3.6,6.8
03 12 2018 10:30,13.8,0,25,915.8,3.6,6.8
03 12 2018 10:40,13.8,0,25,915.8,3.6,6.8
03 12 2018 10:50,13.8,0,25,915.8,3.6,6.8
03 12 2018 11:00,13.4,0,26,915.3,3.6,7.1
03 12 2018 11:10,13.4,0,26,915.3,3.6,7.1
03 12 2018 11:20,13.4,0,26,915.3,3.6,7.1
03 12 2018 11:30,13.4,0,26,915.3,3.6,7.1
03 12 2018 11:40,13.4,0,26,915.3,3.6,7.1
03 12 2018 11:50,13.4,0,26,915.3,3.6,7.1
03 12 2018 12:00,9.9,0,23,913.9,6.5,6.7
03 12 2018 12:10,9.9,0,23,913.9,6.5,6.7
03 12 2018 12:20,9.9,0,23,913.9,6.5,6.7
03 12 2018 12:30,9.9,0,23,913.9,6.5,6.7
03 12 2018 12:40,9.9,0,23,913.9,6.5,6.7
03 12 2018 12:50,9.9,0,23,913.9,6.5,6.7
03 12 2018 13:00,9.3,0,26,913.7,6.2,5.4
03 12 2018 13:10,9.3,0,26,913.7,6.2,5.4
03 12 2018 13:20,9.3,0,26,913.7,6.2,5.4
03 12 2018 13:30,9.3,0,26,913.7,6.2,5.4
03 12 2018 13:40,9.3,0,26,913.7,6.2,5.4
03 12 2018 13:50,9.3,0,26,913.7,6.2,5.4
03 12 2018 14:00,9.3,0,27,913.6,6,5
03 12 2018 14:10,9.3,0,27,913.6,6,5
03 12 2018 14:20,9.3,0,27,913.6,6,5
03 12 2018 14:30,9.3,0,27,913.6,6,5
03 12 2018 14:40,9.3,0,27,913.6,6,5
03 12 2018 14:50,9.3,0,27,913.6,6,5
03 12 2018 15:00,8.9,0,27,913.1,6.3,4.8
03 12 2018 15:10,8.9,0,27,913.1,6.3,4.8
03 12 2018 15:20,8.9,0,27,913.1,6.3,4.8
03 12 2018 15:30,8.9,0,27,913.1,6.3,4.8
03 12 2018 15:40,8.9,0,27,913.1,6.3,4.8
03 12 2018 15:50,8.9,0,27,913.1,6.3,4.8
03 12 2018 16:00,8.5,0,27,912.5,6.1,4.6
03 12 2018 16:10,8.5,0,27,912.5,6.1,4.6
03 12 2018 16:20,8.5,0,27,912.5,6.1,4.6
03 12 2018 16:30,8.5,0,27,912.5,6.1,4.6
03 12 2018 16:40,8.5,0,27,912.5,6.1,4.6
03 12 2018 16:50,8.5,0,27,912.5,6.1,4.6
03 12 2018 17:00,8.4,0,30,912.1,6.2,4.4
03 12 2018 17:10,8.4,0,30,912.1,6.2,4.4
03 12 2018 17:20,8.4,0,30,912.1,6.2,4.4
03 12 2018 17:30,8.4,0,30,912.1,6.2,4.4
03 12 2018 17:40,8.4,0,30,912.1,6.2,4.4
03 12 2018 17:50,8.4,0,30,912.1,6.2,4.4
03 12 2018 18:00,8.3,0,32,911.7,6.8,4.4
03 12 2018 18:10,8.3,0,32,911.7,6.8,4.4
03 12 2018 18:20,8.3,0,32,911.7,6.8,4.4
03 12 2018 18:30,8.3,0,32,911.7,6.8,4.4
03 12 2018 18:40,8.3,0,32,911.7,6.8,4.4
03 12 2018 18:50,8.3,0,32,911.7,6.8,4.4
03 12 2018 19:00,7.7,0,46,910.8,5.4,4.1
03 12 2018 19:10,7.7,0,46,910.8,5.4,4.1
03 12 2018 19:20,7.7,0,46,910.8,5.4,4.1
03 12 2018 19:30,7.7,0,46,910.8,5.4,4.1
03 12 2018 19:40,7.7,0,46,910.8,5.4,4.1
03 12 2018 19:50,7.7,0,46,910.8,5.4,4.1
03 12 2018 20:00,8.6,0,75,909.6,10.2,4.1
03 12 2018 20:10,8.6,0,75,909.6,10.2,4.1
03 12 2018 20:20,8.6,0,75,909.6,10.2,4.1
03 12 2018 20:30,8.6,0,75,909.6,10.2,4.1
03 12 2018 20:40,8.6,0,75,909.6,10.2,4.1
03 12 2018 20:50,8.6,0,75,909.6,10.2,4.1
03 12 2018 21:00,9.9,0,37,908.9,9,3.5
03 12 2018 21:10,9.9,0,37,908.9,9,3.5
03 12 2018 21:20,9.9,0,37,908.9,9,3.5
03 12 2018 21:30,9.9,0,37,908.9,9,3.5
03 12 2018 21:40,9.9,0,37,908.9,9,3.5
03 12 2018 21:50,9.9,0,37,908.9,9,3.5
03 12 2018 22:00,8.8,0,54,908.6,6.7,3.2
03 12 2018 22:10,8.8,0,54,908.6,6.7,3.2
03 12 2018 22:20,8.8,0,54,908.6,6.7,3.2
03 12 2018 22:30,8.8,0,54,908.6,6.7,3.2
03 12 2018 22:40,8.8,0,54,908.6,6.7,3.2
03 12 2018 22:50,8.8,0,54,908.6,6.7,3.2
03 12 2018 23:00,7,0.1,76,908.3,5.1,3.2
03 12 2018 23:10,7,0.1,76,908.3,5.1,3.2
03 12 2018 23:20,7,0.1,76,908.3,5.1,3.2
03 12 2018 23:30,7,0.1,76,908.3,5.1,3.2
03 12 2018 23:40,7,0.1,76,908.3,5.1,3.2
03 12 2018 23:50,7,0.1,76,908.3,5.1,3.2
03 13 2018 00:00,8.1,0.2,77,908.9,6.1,3.4
03 13 2018 00:10,8.1,0.2,77,908.9,6.1,3.4
03 13 2018 00:20,8.1,0.2,77,908.9,6.1,3.4
03 13 2018 00:30,8.1,0.2,77,908.9,6.1,3.4
03 13 2018 00:40,8.1,0.2,77,908.9,6.1,3.4
